project_name,artist,year,rating,tags
lei line eon,iglooghost,2021,6,"2021, chamber music, modern classical, uk bass, Deconstructed Club"
palais d'argile,feu! chatterton,2021,8,"2021, art pop, funk, art rock, Electronic Pop"
...and again into the light,panopticon,2021,8,"2021, atmospheric black metal, black metal, chill, folk"
pray for haiti,mach-hommy,2021,7,"2021, jazz rap, rap, underground hip-hop, conscious hip-hop"
oxidized,frontierer,2021,6,"mathcore, noise, metalcore, metal, electronic"
animal,lump,2021,7,"2021, folk, baroque pop, folktronica, art pop"
the path of the clouds,marissa nadler,2021,7,"2021, singer-songwriter, dream pop, psychedelic folk, folk"
juno,remi wolf,2021,7,"2021, pop, 4, 2020s, 2021 releases"
mercurial world,magdalena bay,2021,8,"2021, synthpop, electropop, dance-pop, House"
oh no,xiu xiu,2021,7,"2021, electronic, Experimental Rock, dream pop, Post-Industrial"
who am i?,pale waves,2021,5,"pop punk, 2021, pop rock, rock, alternative rock"
avow,portal,2021,5,"2021, vinyl, 2020s"
frailty,dltzk,2021,7,"2021, emo, indietronica, noise pop, indie pop"
la maquina,conway the machine,2021,7,"2021, east coast hip-hop, rap, Gangsta Rap, trap"
house of lull . house of when,alexis marshall,-1,7,"2021, industrial, Experimental Rock, Avant-Garde, spoken word"
daddy's home,st. vincent,2021,9,"2021, Psychedelic Soul, soft rock, funk, art rock"
black metal 2,dean blunt,2021,7,"2021, hypnagogic pop, art pop, jangle pop, london"
i lie here buried with my rings and my dresses,backxwash,2021,8,"Horrorcore, industrial hip hop, industrial rap, industrial hip-hop, 2021"
breaking up,rural internet,2021,7,innovative
delta estácio blues,juçara marçal,2021,7,"2021, Birthday, Brazilian avant garde, brazilian avant-garde, dbdbdbdbdbdbdbdbdbdbdb"
renaissance,beyoncé,2022,8,"2022, House, pop, Disco, ballroom"
twelve carat toothache,post malone,2022,3,"2022, Hip-Hop, rnb, rap, albums I own"
wasteland,brent faiyaz,2022,5,"2022, romantic, melodic, atmospheric, rnb"
harry's house,harry styles,2022,6,"2022, pop rock, pop, 2020s, soft rock"
mainstream sellout,machine gun kelly,2022,1,"pop punk, rock, alternative, alternative rock, emo"
it's almost dry,pusha t,2022,8,"2022, Hip-Hop, hip hop, rap, Gangsta Rap"
2000,joey bada$$,2022,7,"2022, boom bap, east coast hip hop, jazz rap, finished"
2 alivë,yeat,2022,4,"trap, pop rap, rage, electronic, repetitive"
hellfire,black midi,2022,9,"Progressive rock, brutal prog, math rock, noise rock, spoken word"
come home the kids miss you,jack harlow,2022,3,"2022, Hip-Hop, rap, 9, United States"
traumazine,megan thee stallion,2022,6,"2022, rap, Hip-Hop, hip hop, rnb"
melt my eyez see your future,denzel curry,2022,8,"boom bap, Neo-Soul, trap, jazz rap, Conscious Hip Hop"
a light for attracting attention,the smile,2022,7,"2022, art rock, chamber pop, rock, math rock"
unlimited love,red hot chili peppers,2022,4,"2022, alternative rock, rock, alternative metal, Funk Rock"
dawn fm,the weeknd,2022,8,"2022, synthpop, pop, synthwave, dance-pop"
cowboy tears,oliver tree,2022,3,"country, electronic, 2022, electropop, indie"
cave world,viagra boys,2022,9,"Crank wave, post-punk, egg punk, dance-punk, cowpunk"
zeit,rammstein,2022,6,"industrial metal, 2022, hard rock, german, heavy metal"
x,ken carson,2022,0,"rage, pop rap, cloud rap, Southern Hip Hop, rage rap"
cry sugar,hudson mohawke,2022,6,"2, wonky, hyperpop, bubblegum bass, 2022"
impera,ghost,2022,5,"2022, hard rock, heavy metal, rock, Progressive rock"
crash,charli xcx,2022,5,"2022, pop, synthpop, electropop, 2020s"
fear of the dawn,jack white,2022,7,"2022, blues rock, Experimental Rock, art rock, rock"
4nem,chief keef,2021,7,"Gangsta Rap, trap, hardcore hip hop, drill, hip hop"
i never liked you,future,2022,5,"2022, Hip-Hop, trap, hip hop, rap"
vinyl days,logic,2022,7,"Hip-Hop, rap, logic, boom bap, 2022"
whole lotta red,playboi carti,2020,5,"cloud rap, trap, tread, 2020, experimental hip hop"
we,arcade fire,2022,4,"2022, 2020s, indie, rock, indie rock"
dragon new warm mountain i believe in you,big thief,2022,9,"indie folk, 2022, Alt-country, folk rock, americana"
no stylist,destroy lonely,2022,1,"trap, pop rap, rage, plugg, Southern Hip Hop"
gemini rights,steve lacy,2022,7,"2022, indie, Psychedelic Soul, Neo-Soul, bedroom pop"
love sux,avril lavigne,2022,4,"2022, rock, pop punk, alternative, punk"
the unraveling of puptheband,pup,2022,6,"2022, vinyl, 4, great albums, color vinyl"
ants from up there,"black country, new road",2022,9,"post-rock, art rock, 2022, indie rock, chamber pop"
three dimensions deep,amber mark,2022,7,"2022, psychedelic, soul, Psychedelic Soul, ethereal"
deathfame,quelle chris,2022,7,"2022, Hip-Hop, hip hop, rap"
stardust,yung lean,2022,5,"cloud rap, pop rap, ambient pop, experimental hip hop, alternative rnb"
special,lizzo,2022,6,"2022, Disco, pop, dance, funk"
sick!,earl sweatshirt,2022,6,"2022, rap, trap, Hip-Hop, abstract hip hop"
laurel hell,mitski,2022,6,"2022, synthpop, new wave, art pop, ambient pop"
no fear of time,black star,1998,5,"2022, hip hop, Madlib, body of work"
everything was beautiful,spiritualized,2022,8,"2022, rock, indie rock, new, 4"
"home, before and after",regina spektor,2022,6,"2022, indie pop, singer-songwriter, chamber pop, baroque pop"
tana talk 4,benny the butcher,2022,8,"2022, Hip-Hop, 8, finished, releases"
las ruinas,rico nasty,2022,3,"2022, electronic, electropop, Drum and bass, trap"
crystalline exhaustion,krallice,2020,8,"atmospheric black metal, black metal, Avant-Garde Black Metal, atmospheric black, 2022"
labyrinthitis,destroyer,2022,6,"new wave, art rock, synthpop, Sophisti-Pop, 2020s"
raw data feel,everything everything,2022,7,"2022, indie pop, art pop, indie rock, indietronica"
arkhon,zola jesus,2022,7,"2022, darkwave, art pop, albums I own, singer-songwriter"
marchita,silvana estrada,2022,9,"2022, singer-songwriter, folk, female vocalists, 3"
world wide pop,superorganism,2022,6,"4, 2022"
ghetto gods,earthgang,2022,7,"2022, Hip-Hop, soul, funk, rnb"
w,boris,2022,4,"2022, ambient, shoegaze, electronic, japanese"
"sometimes, forever",soccer mommy,2022,7,"2022, indie rock, rock, alternative rock, Neo-Psychedelia"
entering heaven alive,jack white,2022,5,"2022, rock, blues rock, 2020s, 2022 releases"
shunka ryougen,haru nemuri,2022,7,"2022, experimental"
shape up,leikeli47,2022,8,2022
digital roses don't die,big k.r.i.t.,2022,4,2022
caprisongs,fka twigs,2022,8,"2022, alternative rnb, art pop, pop, trap"
beatopia,beabadoobee,2022,7,"2022, indie pop, indie rock, rock, alternative rock"
super champon,otoboke beaver,2022,8,"2022, hardcore punk, punk, hardcore, punk rock"
ugly season,perfume genius,2022,7,"2022, experimental, art pop, ambient pop, modern classical"
self-titled,wet leg,2022,6,"Crank wave, indie rock, indie pop, post-punk, 2022"
you can't kill me,070 shake,2022,6,"alternative rnb, synth pop, psychedelic, rnb, alt-pop"
ramona park broke my heart,vince staples,2022,6,"2022, Gangsta Rap, west coast hip hop, hip hop, alternative"
live life fast,roddy ricch,2021,3,"2021, Roddy Ricch"
fawn,foxtails,2022,8,"emo, 2022, 5th wave emo, Classical, rock"
glitch princess,yeule,2022,7,"2022, ambient, Post-Industrial, art pop, glitch pop"
drill music in zion,lupe fiasco,2022,8,"2022, Hip-Hop, abstract hip hop, boom bap, jazz rap"
from a birds eye view,cordae,2022,6,"2022, Hip-Hop, 7, 2020s"
american gurl,kilo kish,2022,8,"2022, synthpop, electropop, experimental, alternative dance"
ethereal,$not,2022,3,2022
magic,nas,2021,7,"2021, Hip-Hop, hip hop, rap, 9"
bothered / unbothered,jer,2022,8,"punk, indie rock, ska, ska punk, vinyl"
forget your own face,black dresses,2022,8,"electro-industrial, electronic, pop, rock, industrial"
the loser,gospel,2022,8,"2022, rock, math rock, emo, Progressive rock"
famously alive,guerilla toss,2022,6,"noise pop, synth punk, zolo, 2022, synthpop"
get used to it,kaycyy,2022,4,"Neo-Soul, trap, pop rap, 2022"
this world is going to ruin you,vein.fm,2022,6,"2022, metalcore, alternative metal, post-hardcore, mathcore"
we've been going about this all wrong,sharon van etten,2022,6,"2022, indie, 2020s, best of 2022, digital"
before the glinting spell unvests,ustalost,2021,7,2021
psychagogue,krallice,2021,7,"black metal, Mixed by colin marston, Mastered by colin marston, Recorded by colin marston"
renaissance,beyoncé,2022,8,"2022, House, pop, Disco, ballroom"
twelve carat toothache,post malone,2022,3,"2022, Hip-Hop, rnb, rap, albums I own"
wasteland,brent faiyaz,2022,5,"2022, romantic, melodic, atmospheric, rnb"
harry's house,harry styles,2022,6,"2022, pop rock, pop, 2020s, soft rock"
mainstream sellout,machine gun kelly,2022,1,"pop punk, rock, alternative, alternative rock, emo"
it's almost dry,pusha t,2022,8,"2022, Hip-Hop, hip hop, rap, Gangsta Rap"
2000,joey bada$$,2022,7,"2022, boom bap, east coast hip hop, jazz rap, finished"
2 alivë,yeat,2022,4,"trap, pop rap, rage, electronic, repetitive"
hellfire,black midi,2022,9,"Progressive rock, brutal prog, math rock, noise rock, spoken word"
come home the kids miss you,jack harlow,2022,3,"2022, Hip-Hop, rap, 9, United States"
traumazine,megan thee stallion,2022,6,"2022, rap, Hip-Hop, hip hop, rnb"
melt my eyez see your future,denzel curry,2022,8,"boom bap, Neo-Soul, trap, jazz rap, Conscious Hip Hop"
a light for attracting attention,the smile,2022,7,"2022, art rock, chamber pop, rock, math rock"
unlimited love,red hot chili peppers,2022,4,"2022, alternative rock, rock, alternative metal, Funk Rock"
dawn fm,the weeknd,2022,8,"2022, synthpop, pop, synthwave, dance-pop"
cowboy tears,oliver tree,2022,3,"country, electronic, 2022, electropop, indie"
cave world,viagra boys,2022,9,"Crank wave, post-punk, egg punk, dance-punk, cowpunk"
zeit,rammstein,2022,6,"industrial metal, 2022, hard rock, german, heavy metal"
x,ken carson,2022,0,"rage, pop rap, cloud rap, Southern Hip Hop, rage rap"
impera,ghost,2022,5,"2022, hard rock, heavy metal, rock, Progressive rock"
crash,charli xcx,2022,5,"2022, pop, synthpop, electropop, 2020s"
fear of the dawn,jack white,2022,7,"2022, blues rock, Experimental Rock, art rock, rock"
4nem,chief keef,2021,7,"Gangsta Rap, trap, hardcore hip hop, drill, hip hop"
i never liked you,future,2022,5,"2022, Hip-Hop, trap, hip hop, rap"
vinyl days,logic,2022,7,"Hip-Hop, rap, logic, boom bap, 2022"
whole lotta red,playboi carti,2020,5,"cloud rap, trap, tread, 2020, experimental hip hop"
we,arcade fire,2022,4,"2022, 2020s, indie, rock, indie rock"
dragon new warm mountain i believe in you,big thief,2022,9,"indie folk, 2022, Alt-country, folk rock, americana"
no stylist,destroy lonely,2022,1,"trap, pop rap, rage, plugg, Southern Hip Hop"
gemini rights,steve lacy,2022,7,"2022, indie, Psychedelic Soul, Neo-Soul, bedroom pop"
love sux,avril lavigne,2022,4,"2022, rock, pop punk, alternative, punk"
the unraveling of puptheband,pup,2022,6,"2022, vinyl, 4, great albums, color vinyl"
ants from up there,"black country, new road",2022,9,"post-rock, art rock, 2022, indie rock, chamber pop"
three dimensions deep,amber mark,2022,7,"2022, psychedelic, soul, Psychedelic Soul, ethereal"
deathfame,quelle chris,2022,7,"2022, Hip-Hop, hip hop, rap"
stardust,yung lean,2022,5,"cloud rap, pop rap, ambient pop, experimental hip hop, alternative rnb"
special,lizzo,2022,6,"2022, Disco, pop, dance, funk"
sick!,earl sweatshirt,2022,6,"2022, rap, trap, Hip-Hop, abstract hip hop"
laurel hell,mitski,2022,6,"2022, synthpop, new wave, art pop, ambient pop"
sick!,earl sweatshirt,2022,6,"2022, rap, trap, Hip-Hop, abstract hip hop"
no fear of time,black star,1998,5,"2022, hip hop, Madlib, body of work"
laurel hell,mitski,2022,6,"2022, synthpop, new wave, art pop, ambient pop"
everything was beautiful,spiritualized,2022,8,"2022, rock, indie rock, new, 4"
"home, before and after",regina spektor,2022,6,"2022, indie pop, singer-songwriter, chamber pop, baroque pop"
tana talk 4,benny the butcher,2022,8,"2022, Hip-Hop, 8, finished, releases"
crystalline exhaustion,krallice,2020,8,"atmospheric black metal, black metal, Avant-Garde Black Metal, atmospheric black, 2022"
las ruinas,rico nasty,2022,3,"2022, electronic, electropop, Drum and bass, trap"
raw data feel,everything everything,2022,7,"2022, indie pop, art pop, indie rock, indietronica"
labyrinthitis,destroyer,2022,6,"new wave, art rock, synthpop, Sophisti-Pop, 2020s"
arkhon,zola jesus,2022,7,"2022, darkwave, art pop, albums I own, singer-songwriter"
marchita,silvana estrada,2022,9,"2022, singer-songwriter, folk, female vocalists, 3"
world wide pop,superorganism,2022,6,"4, 2022"
ghetto gods,earthgang,2022,7,"2022, Hip-Hop, soul, funk, rnb"
w,boris,2022,4,"2022, ambient, shoegaze, electronic, japanese"
"sometimes, forever",soccer mommy,2022,7,"2022, indie rock, rock, alternative rock, Neo-Psychedelia"
entering heaven alive,jack white,2022,5,"2022, rock, blues rock, 2020s, 2022 releases"
shape up,leikeli47,2022,8,2022
shunka ryougen,haru nemuri,2022,7,"2022, experimental"
digital roses don't die,big k.r.i.t.,2022,4,2022
caprisongs,fka twigs,2022,8,"2022, alternative rnb, art pop, pop, trap"
beatopia,beabadoobee,2022,7,"2022, indie pop, indie rock, rock, alternative rock"
super champon,otoboke beaver,2022,8,"2022, hardcore punk, punk, hardcore, punk rock"
ugly season,perfume genius,2022,7,"2022, experimental, art pop, ambient pop, modern classical"
self-titled,wet leg,2022,6,"Crank wave, indie rock, indie pop, post-punk, 2022"
you can't kill me,070 shake,2022,6,"alternative rnb, synth pop, psychedelic, rnb, alt-pop"
ramona park broke my heart,vince staples,2022,6,"2022, Gangsta Rap, west coast hip hop, hip hop, alternative"
glitch princess,yeule,2022,7,"2022, ambient, Post-Industrial, art pop, glitch pop"
live life fast,roddy ricch,2021,3,"2021, Roddy Ricch"
from a birds eye view,cordae,2022,6,"2022, Hip-Hop, 7, 2020s"
drill music in zion,lupe fiasco,2022,8,"2022, Hip-Hop, abstract hip hop, boom bap, jazz rap"
fawn,foxtails,2022,8,"emo, 2022, 5th wave emo, Classical, rock"
ethereal,$not,2022,3,2022
magic,nas,2021,7,"2021, Hip-Hop, hip hop, rap, 9"
american gurl,kilo kish,2022,8,"2022, synthpop, electropop, experimental, alternative dance"
forget your own face,black dresses,2022,8,"electro-industrial, electronic, pop, rock, industrial"
bothered / unbothered,jer,2022,8,"punk, indie rock, ska, ska punk, vinyl"
this world is going to ruin you,vein.fm,2022,6,"2022, metalcore, alternative metal, post-hardcore, mathcore"
we've been going about this all wrong,sharon van etten,2022,6,"2022, indie, 2020s, best of 2022, digital"
before the glinting spell unvests,ustalost,2021,7,2021
psychagogue,krallice,2021,7,"black metal, Mixed by colin marston, Mastered by colin marston, Recorded by colin marston"
palaces,flume,2022,6,"2022, electronic, electronica, EDM, future bass"
heavy rocks (2022),boris,2022,7,"noise rock, 2020s, 2022, hard rock, Stoner Rock"
baby,petrol girls,2022,9,"post-hardcore, riot grrrl"
diaspora problems,soul glo,2022,9,"hardcore punk, screamo, punk, hardcore, 2022"
electricity,ibibio sound machine,2022,7,"2022, electro, synth funk, afro-funk, afrofunk"
who cares?,rex orange county,2022,7,"2022, jazz, indie pop, male vocalists, Neo-Soul"
the dream,alt-j,2022,6,"2022, indie, british, 4, art pop"
painless,nilüfer yanya,2022,7,"2022, indie rock, rock, indie pop, post-punk"
chloë and the next 20th century,father john misty,2022,4,"2022, 2020s, jazz, folk, Traditional Pop"
the gods we can touch,aurora,2022,6,"2022, electropop, alternative pop, alt-pop, art pop"
sznz: summer,weezer,2022,5,"2022, alternative rock, power pop, Symphonic Rock, alternative metal"
preacher's daughter,ethel cain,2022,6,"epic, rock, ethereal, Psychedelic Rock, 4"
god don't make mistakes,conway the machine,2022,9,"2022, Hip-Hop, hip hop, rap, Gangsta Rap"
formentera,metric,2022,7,"2022, indie rock, post-punk, new rave, synthpop"
ugly death no redemption angel curse i love you,ada rook,2022,7,"Aggrotech, 2, electro-industrial, party metal, Cyber Metal"
the overload,yard act,2022,7,"Crank wave, post-punk, spoken word, indie rock, art punk"
few good things,saba,2022,6,"2022, Hip-Hop, rap, pop rap, 2020s"
bronco,orville peck,2022,7,"2022, country, americana, guitar, vinyl"
oxy music,alex cameron,2022,6,4
mahal,toro y moi,2022,7,"2022, Psychedelic Soul, psychedelic pop, jazz-funk, psychedelic"
un verano sin ti,bad bunny,2022,6,"2022, Reggaeton, latin pop, latin, Hip-Hop"
lucifer on the sofa,spoon,2022,7,"2022, rock, alternative rock, indie pop, indie rock"
sznz: spring,weezer,2022,5,"2022, rock, alternative rock, pop, alternative"
time skiffs,animal collective,2022,7,"2022, Neo-Psychedelia, psychedelic pop, dub, indietronica"
hiss,wormrot,2022,8,"grindcore, 2022, powerviolence, deathgrind, metalcore"
once twice melody,beach house,2022,8,"2022, dream pop, Neo-Psychedelia, ethereal wave, indietronica"
self-titled,artificial brain,2022,8,"Dissonant Death Metal, 2022, Technical Death Metal, profound lore, black metal"
big time,angel olsen,2022,7,"2022, country, americana, folk, singer-songwriter"
aethiopes,billy woods,2022,8,"2022, experimental hip hop, abstract hip hop, east coast hip hop, jazz rap"
you belong there,daniel rossen,2022,8,"2022, folk, psychedelic folk, progressive folk, avant-folk"
"peace ""fly"" god",westside gunn,2022,5,"Gangsta Rap, boom bap, east coast hip hop, east coast hip-hop, jazz rap"
god's country,chat pile,2022,8,"noise rock, 2022, sludge metal, post-hardcore, metal"
renaissance,beyoncé,2022,8,"2022, House, pop, Disco, ballroom"
twelve carat toothache,post malone,2022,3,"2022, Hip-Hop, rnb, rap, albums I own"
